screen_name|date|tweet
MLP_officiel|2020-01-10 21:56:55|"🤝 J’étais présente ce soir aux vœux du maire de #MontignyEnGohelle, dans ma circonscription du Pas-de-Calais, pour soutenir notre candidat aux #Municipales2020 @BirmannVincent.

Merci à tous pour l’excellent accueil ! 👍🏻 https://t.co/nKYonjC9eP"
MLP_officiel|2020-01-09 17:48:24|"📹 ""Les principes sur lesquels est fondée cette #RéformeDesRetraites sont négatifs pour l'ensemble des Français et vont entraîner une baisse des pensions et une incapacité à se projeter dans l'avenir !"" @BFMTV https://t.co/yBvjysg9Ig"
MLP_officiel|2020-01-09 09:33:41|📹 « Ma seule préoccupation est l'intérêt de la France. Et dans ce conflit, l'intérêt de la France est la libération des deux chercheurs français détenus par l'#Iran, la défense de nos intérêts économiques, et l'assurance que les djihadistes soient sous contrôle. » #RTLMatin https://t.co/gDWC4qBFT4
MLP_officiel|2020-01-09 09:27:11|📹 « Lors des #Municipales2020, nous allons poursuivre notre implantation locale, et espérons démultiplier les bons résultats enregistrés dans les villes que nous dirigeons. Nos villes sont très bien gérées, et les administrés sont très satisfaits des Maires RN ! » #RTLMatin https://t.co/hOnVyvateT
MLP_officiel|2020-01-09 09:20:57|📹 « Les gaspillages partent dans tous les sens dans notre pays, et les Français s'en rendent compte tous les jours. C'est eux que l'on culpabilise et à qui l'on demande en permanence des sacrifices, alors que TOUS les robinets sont ouverts ! » #RTLMatin https://t.co/Bjx9B8ADtn
MLP_officiel|2020-01-09 09:16:20|📹 « Cette #RéformeDesRetraites est profondément néfaste et injuste. C'est une vaste manipulation : dans les conditions de sa négociation, sur le calendrier choisi, sur les objectifs poursuivis, sur les simulations et chiffrage qui ont été donnés ! » #RTLMatin https://t.co/kwYE5iiyBI
MLP_officiel|2020-01-09 09:11:26|📹 « #CarlosGhosn a délocalisé massivement, et a certainement eu des actes pénalement et moralement répréhensibles. Je respecte la souveraineté des États, mais je ne suis pas dupe que la justice de certains pays puisse être utilisée au soutien d'intérêts économiques. » #RTLMatin https://t.co/tP5t34dvhZ
MLP_officiel|2020-01-08 13:01:15|📻 Je serai ce jeudi à 7h45 l’invitée de @RTLFrance. #RTLMatin https://t.co/rJkUVrSUfo
MLP_officiel|2020-01-07 11:21:38|"Note qui n’empêche pas #Blackrock de déclarer dans un communiqué le 2 janvier : ""En aucune manière, nous n'avons cherché à exercer une influence sur la réforme du système de retraite par répartition en cours auprès des pouvoirs publics ou de tout autre acteur du secteur"" ! MLP https://t.co/udvALIFRT7"
MLP_officiel|2020-01-07 11:20:05|Étonnante, cette note adressée au gouvernenent ? Je croyais que M. Cirelli avait déclaré que l’épargne-retraite n’intéressait pas #BlackRock ? MLP #RéformeDesRetraites https://t.co/pyqDWFf1O8 https://t.co/XOddQdGzuY
